Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Transmembrane	Subcellular location [CC]
P19488	UDB37_RAT	reviewed	UDP-glucuronosyltransferase 2B37 (UDPGT 2B37) (EC 2.4.1.17) (17-beta-hydroxysteroid-specific UDPGT) (UDP-glucuronosyltransferase R-21) (UDPGTr-21) (UDPGTr-5)	Ugt2b37 Ugt2b5 Ugt2b6	Rattus norvegicus (Rat)	530	TRANSMEM 494 510 Helical. {ECO:0000255}.	SUBCELLULAR LOCATION: Microsome membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}. Endoplasmic reticulum membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.
P98166	VLDLR_RAT	reviewed	Very low-density lipoprotein receptor (VLDL receptor) (VLDL-R)	Vldlr	Rattus norvegicus (Rat)	873	TRANSMEM 798 819 Helical. {ECO:0000255}.	SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein. Membrane, clathrin-coated pit; Single-pass type I membrane protein.
Q9QYE2	SO1A6_RAT	reviewed	Solute carrier organic anion transporter family member 1A6 (Kidney-specific organic anion-transporting polypeptide 5) (OATP-5) (Solute carrier family 21 member 13)	Slco1a6 Oatp5 Slc21a13	Rattus norvegicus (Rat)	670	TRANSMEM 21 40 Helical; Name=1. {ECO:0000255}.; TRANSMEM 60 80 Helical; Name=2. {ECO:0000255}.; TRANSMEM 87 111 Helical; Name=3. {ECO:0000255}.; TRANSMEM 156 184 Helical; Name=4. {ECO:0000255}.; TRANSMEM 204 224 Helical; Name=5. {ECO:0000255}.; TRANSMEM 243 267 Helical; Name=6. {ECO:0000255}.; TRANSMEM 312 333 Helical; Name=7. {ECO:0000255}.; TRANSMEM 354 377 Helical; Name=8. {ECO:0000255}.; TRANSMEM 382 405 Helical; Name=9. {ECO:0000255}.; TRANSMEM 514 536 Helical; Name=10. {ECO:0000255}.; TRANSMEM 546 571 Helical; Name=11. {ECO:0000255}.; TRANSMEM 606 623 Helical; Name=12. {ECO:0000255}.	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q6AYE2	SHLB1_RAT	reviewed	Endophilin-B1 (SH3 domain-containing GRB2-like protein B1)	Sh3glb1	Rattus norvegicus (Rat)	365		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:11604418}. Golgi apparatus membrane {ECO:0000269|PubMed:11604418}; Peripheral membrane protein {ECO:0000269|PubMed:11604418}. Mitochondrion outer membrane {ECO:0000250|UniProtKB:Q9JK48, ECO:0000250|UniProtKB:Q9Y371}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q9JK48, ECO:0000250|UniProtKB:Q9Y371}. Cytoplasmic vesicle, autophagosome membrane {ECO:0000250|UniProtKB:Q9Y371}. Midbody {ECO:0000250|UniProtKB:Q9Y371}. Note=Association with the Golgi apparatus depends on the cell type. Following starvation colocalizes with ATG5 and LC3 autophagy-related protein(s)on autophagosomal membranes. {ECO:0000250|UniProtKB:Q9JK48, ECO:0000250|UniProtKB:Q9Y371, ECO:0000269|PubMed:11604418}.
D3ZTQ1	SFSWA_RAT	reviewed	Splicing factor, suppressor of white-apricot homolog (Splicing factor, arginine/serine-rich 8) (Suppressor of white apricot protein homolog)	Sfswap Sfrs8 Srsf8 Swap	Rattus norvegicus (Rat)	945		SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
Q5PQV5	TPBG_RAT	reviewed	Trophoblast glycoprotein (5T4 oncofetal trophoblast glycoprotein) (5T4 oncotrophoblast glycoprotein) (Wnt-activated inhibitory factor 1) (WAIF1)	Tpbg 5t4	Rattus norvegicus (Rat)	426	TRANSMEM 362 382 Helical. {ECO:0000255}.	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}.
Q6RJR6	RTN3_RAT	reviewed	Reticulon-3	Rtn3	Rattus norvegicus (Rat)	940		SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:O95197}; Multi-pass membrane protein {ECO:0000255}. Golgi apparatus membrane {ECO:0000250|UniProtKB:O95197}; Multi-pass membrane protein {ECO:0000255}.
Q9Z0X2	SL9A5_RAT	reviewed	Sodium/hydrogen exchanger 5 (Na(+)/H(+) exchanger 5) (NHE-5) (Solute carrier family 9 member 5)	Slc9a5 Nhe5	Rattus norvegicus (Rat)	898	TRANSMEM 4 24 Helical. {ECO:0000255}.; TRANSMEM 48 68 Helical. {ECO:0000255}.; TRANSMEM 76 96 Helical. {ECO:0000255}.; TRANSMEM 137 157 Helical. {ECO:0000255}.; TRANSMEM 176 196 Helical. {ECO:0000255}.; TRANSMEM 203 223 Helical. {ECO:0000255}.; TRANSMEM 249 269 Helical. {ECO:0000255}.; TRANSMEM 279 299 Helical. {ECO:0000255}.; TRANSMEM 334 354 Helical. {ECO:0000255}.; TRANSMEM 363 383 Helical. {ECO:0000255}.; TRANSMEM 401 421 Helical. {ECO:0000255}.; TRANSMEM 431 451 Helical. {ECO:0000255}.	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.
P07632	SODC_RAT	reviewed	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	Sod1	Rattus norvegicus (Rat)	154		SUBCELLULAR LOCATION: Cytoplasm. Nucleus {ECO:0000250}.
Q5M880	S66A2_RAT	reviewed	Solute carrier family 66 member 2 (PQ-loop repeat-containing protein 1)	Slc66a2 Pqlc1	Rattus norvegicus (Rat)	271	TRANSMEM 7 27 Helical. {ECO:0000255}.; TRANSMEM 49 69 Helical. {ECO:0000255}.; TRANSMEM 72 92 Helical. {ECO:0000255}.; TRANSMEM 143 163 Helical. {ECO:0000255}.; TRANSMEM 168 188 Helical. {ECO:0000255}.; TRANSMEM 232 252 Helical. {ECO:0000255}.	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
Q9QXN2	SSLP1_RAT	reviewed	Secreted seminal-vesicle Ly-6 protein 1 (SSLP-1) (Protein RSP-1) (Spleen protein 1)	Sslp1	Rattus norvegicus (Rat)	99		SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:11840564}.
Q5BIV7	SPRN_RAT	reviewed	Shadow of prion protein (Protein shadoo)	Sprn	Rattus norvegicus (Rat)	147		SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Lipid-anchor, GPI-anchor {ECO:0000250}.
Q5I0I5	USB1_RAT	reviewed	U6 snRNA phosphodiesterase (EC 3.1.4.-)	Usb1	Rattus norvegicus (Rat)	267		SUBCELLULAR LOCATION: Nucleus {ECO:0000255|HAMAP-Rule:MF_03040}.
Q7TSV3	ZMY19_RAT	reviewed	Zinc finger MYND domain-containing protein 19 (Melanin-concentrating hormone receptor 1-interacting zinc finger protein) (MCH-R1-interacting zinc finger protein)	Zmynd19 Mizip	Rattus norvegicus (Rat)	227		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Cell membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}.
D3ZG27	UBIA1_RAT	reviewed	UbiA prenyltransferase domain-containing protein 1 (EC 2.5.1.-)	Ubiad1	Rattus norvegicus (Rat)	338	TRANSMEM 83 103 Helical. {ECO:0000255}.; TRANSMEM 134 154 Helical. {ECO:0000255}.; TRANSMEM 160 180 Helical. {ECO:0000255}.; TRANSMEM 188 208 Helical. {ECO:0000255}.; TRANSMEM 209 229 Helical. {ECO:0000255}.; TRANSMEM 245 267 Helical. {ECO:0000255}.; TRANSMEM 277 297 Helical. {ECO:0000255}.; TRANSMEM 315 335 Helical. {ECO:0000255}.	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Golgi apparatus membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Mitochondrion {ECO:0000250}.
Q63429	UBC_RAT	reviewed	Polyubiquitin-C [Cleaved into: Ubiquitin; Ubiquitin-related]	Ubc	Rattus norvegicus (Rat)	810		SUBCELLULAR LOCATION: Ubiquitin: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}.
Q5J3M3	VR101_RAT	reviewed	Vomeronasal type-1 receptor 101 (Pheromone receptor VN7) (Vomeronasal receptor 7) (Vomeronasal type-1 receptor B13)	Vom1r101 V1rb13 V1rb7	Rattus norvegicus (Rat)	310	TRANSMEM 20 40 Helical; Name=1. {ECO:0000255}.; TRANSMEM 50 70 Helical; Name=2. {ECO:0000255}.; TRANSMEM 94 114 Helical; Name=3. {ECO:0000255}.; TRANSMEM 135 155 Helical; Name=4. {ECO:0000255}.; TRANSMEM 194 214 Helical; Name=5. {ECO:0000255}.; TRANSMEM 239 259 Helical; Name=6. {ECO:0000255}.; TRANSMEM 269 289 Helical; Name=7. {ECO:0000255}.	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000255}.
Q9R0S5	YLAT1_RAT	reviewed	Y+L amino acid transporter 1 (Solute carrier family 7 member 7) (y(+)L-type amino acid transporter 1) (Y+LAT1) (y+LAT-1)	Slc7a7	Rattus norvegicus (Rat)	512	TRANSMEM 40 60 Helical. {ECO:0000255}.; TRANSMEM 72 92 Helical. {ECO:0000255}.; TRANSMEM 110 130 Helical. {ECO:0000255}.; TRANSMEM 136 156 Helical. {ECO:0000255}.; TRANSMEM 163 183 Helical. {ECO:0000255}.; TRANSMEM 189 209 Helical. {ECO:0000255}.; TRANSMEM 225 245 Helical. {ECO:0000255}.; TRANSMEM 262 282 Helical. {ECO:0000255}.; TRANSMEM 307 327 Helical. {ECO:0000255}.; TRANSMEM 386 406 Helical. {ECO:0000255}.; TRANSMEM 419 439 Helical. {ECO:0000255}.; TRANSMEM 444 464 Helical. {ECO:0000255}.	SUBCELLULAR LOCATION: Basolateral cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
Q80X08	WASC2_RAT	reviewed	WASH complex subunit 2	Washc2 Fam21	Rattus norvegicus (Rat)	1328		SUBCELLULAR LOCATION: Early endosome membrane {ECO:0000250|UniProtKB:Q9Y4E1}. Cell membrane {ECO:0000250|UniProtKB:Q9Y4E1}.
Q8CHN3	WFDC2_RAT	reviewed	WAP four-disulfide core domain protein 2 (Epididymal secretory protein 4) (RE4)	Wfdc2	Rattus norvegicus (Rat)	168		SUBCELLULAR LOCATION: Secreted {ECO:0000250}.
P84587	ZN326_RAT	reviewed	Zinc finger protein 326 (Fragments)	Znf326 Zfp326	Rattus norvegicus (Rat)	22		SUBCELLULAR LOCATION: Nucleus matrix {ECO:0000250}.
Q5HZF2	WBP4_RAT	reviewed	WW domain-binding protein 4 (WBP-4) (Formin-binding protein 21) (WW domain-containing-binding protein 4)	Wbp4	Rattus norvegicus (Rat)	374		SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:O75554}. Nucleus speckle {ECO:0000255|PROSITE-ProRule:PRU00130}.
Q9Z0R8	TS1R1_RAT	reviewed	Taste receptor type 1 member 1 (G-protein coupled receptor 70)	Tas1r1 Gpr70 T1r1 Tr1	Rattus norvegicus (Rat)	840	TRANSMEM 567 587 Helical. {ECO:0000255}.; TRANSMEM 603 623 Helical. {ECO:0000255}.; TRANSMEM 639 659 Helical. {ECO:0000255}.; TRANSMEM 680 700 Helical. {ECO:0000255}.; TRANSMEM 725 745 Helical. {ECO:0000255}.; TRANSMEM 761 781 Helical. {ECO:0000255}.; TRANSMEM 787 807 Helical. {ECO:0000255}.	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q5M7U7	VSTM5_RAT	reviewed	V-set and transmembrane domain-containing protein 5	Vstm5	Rattus norvegicus (Rat)	199	TRANSMEM 147 167 Helical. {ECO:0000255}.	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q9D806}; Single-pass type I membrane protein {ECO:0000305}. Cell projection, Neuron projection, dendrite {ECO:0000250|UniProtKB:Q9D806}. Cell projection, Neuron projection, axon {ECO:0000250|UniProtKB:Q9D806}.
Q7TPK1	UHRF1_RAT	reviewed	E3 ubiquitin-protein ligase UHRF1 (EC 2.3.2.27) (Liver regeneration-related protein LRRG126) (RING-type E3 ubiquitin transferase UHRF1) (Ubiquitin-like PHD and RING finger domain-containing protein 1) (Ubiquitin-like-containing PHD and RING finger domains protein 1)	Uhrf1 Ac2-121	Rattus norvegicus (Rat)	774		SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00358}. Note=Localizes to replication foci. Enriched in pericentric heterochromatin. Also localizes to euchromatic regions (By similarity). {ECO:0000250}.
Q568Y5	TSN11_RAT	reviewed	Tetraspanin-11 (Tspan-11)	Tspan11	Rattus norvegicus (Rat)	253	TRANSMEM 19 39 Helical. {ECO:0000255}.; TRANSMEM 63 83 Helical. {ECO:0000255}.; TRANSMEM 93 113 Helical. {ECO:0000255}.; TRANSMEM 220 240 Helical. {ECO:0000255}.	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
P15385	KCNA4_RAT	reviewed	Potassium voltage-gated channel subfamily A member 4 (RCK4) (RHK1) (RK3) (Voltage-gated potassium channel subunit Kv1.4)	Kcna4	Rattus norvegicus (Rat)	655	TRANSMEM 307 328 Helical; Name=Segment S1. {ECO:0000250|UniProtKB:P63142}.; TRANSMEM 373 394 Helical; Name=Segment S2. {ECO:0000250|UniProtKB:P63142}.; TRANSMEM 406 426 Helical; Name=Segment S3. {ECO:0000250|UniProtKB:P63142}.; TRANSMEM 442 462 Helical; Voltage-sensor; Name=Segment S4. {ECO:0000250|UniProtKB:P63142}.; TRANSMEM 478 499 Helical; Name=Segment S5. {ECO:0000250|UniProtKB:P63142}.; TRANSMEM 541 569 Helical; Name=Segment S6. {ECO:0000250|UniProtKB:P63142}.	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:10896669, ECO:0000269|PubMed:2348860, ECO:0000269|PubMed:2384173}; Multi-pass membrane protein {ECO:0000255}. Cell projection, Neuron projection, axon {ECO:0000269|PubMed:10896669, ECO:0000269|PubMed:1497894, ECO:0000305|PubMed:8361540}.
Q63373	NRX1B_RAT	reviewed	Neurexin-1-beta (Neurexin I-beta)	Nrxn1	Rattus norvegicus (Rat)	468	TRANSMEM 392 414 Helical. {ECO:0000255}.	SUBCELLULAR LOCATION: Cell junction, synapse, Presynapse, presynaptic cell membrane {ECO:0000269|PubMed:17868325}; Single-pass type I membrane protein {ECO:0000269|PubMed:17868325}.
Q5M7W7	SYPM_RAT	reviewed	Probable proline--tRNA ligase, mitochondrial (EC 6.1.1.15) (Prolyl-tRNA synthetase) (ProRS)	Pars2	Rattus norvegicus (Rat)	475		SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000305}.
Q9Z327	SYNPO_RAT	reviewed	Synaptopodin	Synpo	Rattus norvegicus (Rat)	931		SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:11595771, ECO:0000269|PubMed:9314539}. Cell junction, tight junction {ECO:0000269|PubMed:9314539}. Perikaryon. Cell projection, Neuron projection, dendritic spine {ECO:0000269|PubMed:9314539}. Cell junction, synapse, Postsynapse, postsynaptic density {ECO:0000269|PubMed:9314539}. Cell junction, synapse {ECO:0000269|PubMed:9314539}. Cytoplasm, cytosol {ECO:0000250|UniProtKB:Q8N3V7}. Note=Localized at the tight junction of cells. In brain, localized to the postsynaptic densities and in the perikarya. Associated with dendritic spines of a subset of synapses (PubMed:9314539). {ECO:0000269|PubMed:9314539}.
Q3SWU0	TRBP2_RAT	reviewed	RISC-loading complex subunit TARBP2	Tarbp2	Rattus norvegicus (Rat)	365		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03034}. Cytoplasm, perinuclear region {ECO:0000255|HAMAP-Rule:MF_03034}. Nucleus {ECO:0000255|HAMAP-Rule:MF_03034}.
Q9JIP0	TRPV5_RAT	reviewed	Transient receptor potential cation channel subfamily V member 5 (TrpV5) (Calcium transporter 2) (CaT2) (Epithelial calcium channel 1) (ECaC1) (Osm-9-like TRP channel 3) (OTRPC3)	Trpv5 Cat2 Ecac Ecac1	Rattus norvegicus (Rat)	723	TRANSMEM 321 341 Helical. {ECO:0000250|UniProtKB:Q9XSM3}.; TRANSMEM 379 401 Helical. {ECO:0000250|UniProtKB:Q9XSM3}.; TRANSMEM 413 435 Helical. {ECO:0000250|UniProtKB:Q9XSM3}.; TRANSMEM 442 462 Helical. {ECO:0000250|UniProtKB:Q9XSM3}.; TRANSMEM 486 506 Helical. {ECO:0000250|UniProtKB:Q9XSM3}.; TRANSMEM 550 570 Helical. {ECO:0000250|UniProtKB:Q9XSM3}.	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:10875938}; Multi-pass membrane protein {ECO:0000305}. Apical cell membrane {ECO:0000250|UniProtKB:Q9NQA5}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q9NQA5}. Note=Colocalized with S100A10 and ANAX2 along the apical domain of kidney distal tubular cells (By similarity). The expression of the glycosylated form in the cell membrane is increased in the presence of WNK3 (By similarity). {ECO:0000250|UniProtKB:P69744, ECO:0000250|UniProtKB:Q9NQA5}.
Q9R186	TRPV6_RAT	reviewed	Transient receptor potential cation channel subfamily V member 6 (TrpV6) (Calcium transport protein 1) (CaT1) (Epithelial calcium channel 2) (ECaC2)	Trpv6	Rattus norvegicus (Rat)	767	TRANSMEM 367 387 Helical. {ECO:0000269|PubMed:27296226, ECO:0000269|PubMed:28878326}.; TRANSMEM 425 447 Helical. {ECO:0000269|PubMed:27296226, ECO:0000269|PubMed:28878326}.; TRANSMEM 463 482 Helical. {ECO:0000269|PubMed:27296226, ECO:0000269|PubMed:28878326}.; TRANSMEM 489 508 Helical. {ECO:0000269|PubMed:27296226, ECO:0000269|PubMed:28878326}.; TRANSMEM 529 551 Helical. {ECO:0000269|PubMed:27296226, ECO:0000269|PubMed:28878326}.; TRANSMEM 596 616 Helical. {ECO:0000269|PubMed:27296226, ECO:0000269|PubMed:28878326}.	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:10428857, ECO:0000269|PubMed:17197020, ECO:0000269|PubMed:27296226, ECO:0000269|PubMed:28878326, ECO:0000269|PubMed:29258289}; Multi-pass membrane protein {ECO:0000269|PubMed:27296226, ECO:0000269|PubMed:28878326, ECO:0000269|PubMed:29258289}.
Q5QD24	TAAR3_RAT	reviewed	Trace amine-associated receptor 3 (TaR-3) (Trace amine receptor 3)	Taar3	Rattus norvegicus (Rat)	342	TRANSMEM 36 56 Helical; Name=1. {ECO:0000255}.; TRANSMEM 69 89 Helical; Name=2. {ECO:0000255}.; TRANSMEM 151 168 Helical; Name=3. {ECO:0000255}.; TRANSMEM 173 193 Helical; Name=4. {ECO:0000255}.; TRANSMEM 199 223 Helical; Name=5. {ECO:0000255}.; TRANSMEM 257 277 Helical; Name=6. {ECO:0000255}.; TRANSMEM 287 307 Helical; Name=7. {ECO:0000255}.	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
P16599	TNFA_RAT	reviewed	Tumor necrosis factor (Cachectin) (TNF-alpha) (Tumor necrosis factor ligand superfamily member 2) (TNF-a) [Cleaved into: Tumor necrosis factor, membrane form (N-terminal fragment) (NTF); Intracellular domain 1 (ICD1); Intracellular domain 2 (ICD2); C-domain 1; C-domain 2; Tumor necrosis factor, soluble form]	Tnf Tnfa Tnfsf2	Rattus norvegicus (Rat)	235	TRANSMEM 36 56 Helical; Signal-anchor for type II membrane protein. {ECO:0000255}.	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}.; SUBCELLULAR LOCATION: Tumor necrosis factor, membrane form: Membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}.; SUBCELLULAR LOCATION: Tumor necrosis factor, soluble form: Secreted {ECO:0000250}.; SUBCELLULAR LOCATION: C-domain 1: Secreted {ECO:0000250}.; SUBCELLULAR LOCATION: C-domain 2: Secreted {ECO:0000250}.
Q5PQR6	THEGL_RAT	reviewed	Testicular haploid expressed gene protein-like	Thegl	Rattus norvegicus (Rat)	454		
P12788	TRY4_RAT	reviewed	Trypsin-4 (EC 3.4.21.4) (Pretrypsinogen IV) (Trypsin IV)	Try4	Rattus norvegicus (Rat)	247		SUBCELLULAR LOCATION: Secreted, extracellular space.
P59924	THOC1_RAT	reviewed	THO complex subunit 1 (Tho1) (Liver regeneration-related protein LRRG175) (Nuclear matrix protein p84)	Thoc1 Da2-19	Rattus norvegicus (Rat)	343		SUBCELLULAR LOCATION: Nucleus speckle {ECO:0000250}. Nucleus, nucleoplasm {ECO:0000250}. Nucleus matrix {ECO:0000250}. Cytoplasm {ECO:0000250}. Note=Can shuttle between the nucleus and cytoplasm. Nuclear localization is required for induction of apoptotic cell death. Translocates to the cytoplasm during the early phase of apoptosis execution (By similarity). {ECO:0000250}.
B2RYU6	TPC2L_RAT	reviewed	Trafficking protein particle complex subunit 2-like protein	Trappc2l	Rattus norvegicus (Rat)	139		SUBCELLULAR LOCATION: Cytoplasm, perinuclear region {ECO:0000250}. Endoplasmic reticulum {ECO:0000250}. Golgi apparatus {ECO:0000250}.
Q91ZR7	S35A4_RAT	reviewed	Probable UDP-sugar transporter protein SLC35A4 (Complex leucine repeat protein) (Solute carrier family 35 member A4)	Slc35a4 Clrp	Rattus norvegicus (Rat)	324	TRANSMEM 19 39 Helical. {ECO:0000255}.; TRANSMEM 53 73 Helical. {ECO:0000255}.; TRANSMEM 86 106 Helical. {ECO:0000255}.; TRANSMEM 143 163 Helical. {ECO:0000255}.; TRANSMEM 181 201 Helical. {ECO:0000255}.; TRANSMEM 215 235 Helical. {ECO:0000255}.; TRANSMEM 249 271 Helical. {ECO:0000255}.; TRANSMEM 280 300 Helical. {ECO:0000255}.; TRANSMEM 302 322 Helical. {ECO:0000255}.	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000269|PubMed:12124754}; Multi-pass membrane protein {ECO:0000255}.
Q6P6R7	SGSM3_RAT	reviewed	Small G protein signaling modulator 3 (BDIF-1) (RUN and TBC1 domain-containing protein 3)	Sgsm3 Bdif1 Rutbc3	Rattus norvegicus (Rat)	749		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q8VCZ6}.
A0JPP5	TEX47_RAT	reviewed	Testis-expressed protein 47	Tex47	Rattus norvegicus (Rat)	253		
B0BNG2	TM6S2_RAT	reviewed	Transmembrane 6 superfamily member 2	Tm6sf2	Rattus norvegicus (Rat)	378	TRANSMEM 34 54 Helical; Name=1. {ECO:0000255}.; TRANSMEM 63 83 Helical; Name=2. {ECO:0000255}.; TRANSMEM 110 130 Helical; Name=3. {ECO:0000255}.; TRANSMEM 140 160 Helical; Name=4. {ECO:0000255}.; TRANSMEM 170 190 Helical; Name=5. {ECO:0000255}.; TRANSMEM 219 239 Helical; Name=6. {ECO:0000255}.; TRANSMEM 269 289 Helical; Name=7. {ECO:0000255}.; TRANSMEM 291 311 Helical; Name=8. {ECO:0000255}.; TRANSMEM 332 352 Helical; Name=9. {ECO:0000255}.	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q9BZW4}; Multi-pass membrane protein {ECO:0000255}. Endoplasmic reticulum-Golgi intermediate compartment membrane {ECO:0000250|UniProtKB:Q9BZW4}; Multi-pass membrane protein {ECO:0000255}.
Q9JLU4	SHAN3_RAT	reviewed	SH3 and multiple ankyrin repeat domains protein 3 (Shank3) (Proline-rich synapse-associated protein 2) (ProSAP2) (SPANK-2)	Shank3 Prosap2	Rattus norvegicus (Rat)	1740		SUBCELLULAR LOCATION: Cytoplasm. Cell junction, synapse, Postsynapse, postsynaptic density. Cell projection, Neuron projection, dendritic spine. Note=In neuronal cells, extends into the region subjacent to the PSD.
Q08851	STX5_RAT	reviewed	Syntaxin-5	Stx5 Stx5a	Rattus norvegicus (Rat)	355	TRANSMEM 334 354 Helical; Anchor for type IV membrane protein. {ECO:0000255}.	SUBCELLULAR LOCATION: Endoplasmic reticulum-Golgi intermediate compartment membrane {ECO:0000269|PubMed:11323436, ECO:0000269|PubMed:9307973}; Single-pass type IV membrane protein {ECO:0000255}. Golgi apparatus membrane {ECO:0000269|PubMed:9307973}. Note=Localizes throughout the Golgi apparatus, but most abundant in the cis-most cisternae. {ECO:0000269|PubMed:9307973}.
P55248	SH_RAT	reviewed	Putative protein SH (SH-4)		Rattus norvegicus (Rat)	106		
Q66HG5	TM9S2_RAT	reviewed	Transmembrane 9 superfamily member 2	Tm9sf2	Rattus norvegicus (Rat)	663	TRANSMEM 301 321 Helical. {ECO:0000255}.; TRANSMEM 375 395 Helical. {ECO:0000255}.; TRANSMEM 399 419 Helical. {ECO:0000255}.; TRANSMEM 438 458 Helical. {ECO:0000255}.; TRANSMEM 467 487 Helical. {ECO:0000255}.; TRANSMEM 523 543 Helical. {ECO:0000255}.; TRANSMEM 555 575 Helical. {ECO:0000255}.; TRANSMEM 592 612 Helical. {ECO:0000255}.; TRANSMEM 632 652 Helical. {ECO:0000255}.	SUBCELLULAR LOCATION: Endosome membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
