"noiso"	"SPC"	"geneName"	"Transmembrane"	"CC"	"CD"	"CSPA..e"	"HLA"
"Q66HC5"	0	"Nup93"	""	"SUBCELLULAR LOCATION: Nucleus membrane {ECO:0000269|PubMed:15703211}; Peripheral membrane protein {ECO:0000269|PubMed:15703211}. Nucleus, nuclear pore complex {ECO:0000250|UniProtKB:Q8N1F7}. Nucleus envelope {ECO:0000250|UniProtKB:Q8N1F7}. Note=Localizes at the nuclear basket and at or near the nuclear entry to the gated channel of the pore. {ECO:0000250}."	NA	NA	NA
"Q3T1H2"	0	"Ngrn"	""	"SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q9NPE2}. Secreted {ECO:0000250|UniProtKB:Q9NPE2}. Mitochondrion membrane {ECO:0000250|UniProtKB:Q9NPE2}."	NA	NA	NA
"Q641W4"	0	"Rfc2"	""	"SUBCELLULAR LOCATION: Nucleus {ECO:0000305}."	NA	NA	NA
"P17078"	0	"Rpl35"	""	""	NA	NA	NA
"Q5U2N0"	0	"Ctps2"	""	""	NA	NA	NA
"Q6MGB6"	0	"Ring1 Rnf1"	""	"SUBCELLULAR LOCATION: Nucleus speckle {ECO:0000250}."	NA	NA	NA
"O89042"	0	"Pola1 Pola"	""	"SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:P09884}. Cytoplasm, cytosol {ECO:0000250|UniProtKB:P09884}. Note=In the cytosol, colocalizes with RNA:DNA hybrids with a speckled pattern. {ECO:0000250|UniProtKB:P09884}."	NA	NA	NA
"Q4V8H8"	0	"Ehd2"	""	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:14676205}; Peripheral membrane protein {ECO:0000269|PubMed:14676205}; Cytoplasmic side {ECO:0000269|PubMed:14676205}. Membrane, caveola {ECO:0000250|UniProtKB:Q8BH64}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q8BH64}; Cytoplasmic side {ECO:0000250|UniProtKB:Q8BH64}. Endosome membrane {ECO:0000269|PubMed:14676205}; Peripheral membrane protein {ECO:0000269|PubMed:14676205}; Cytoplasmic side {ECO:0000269|PubMed:14676205}. Cytoplasm, cytosol {ECO:0000269|PubMed:14676205}. Note=Colocalizes with GLUT4 in intracellular tubulovesicular structures that are associated with cortical F-actin (PubMed:14676205). Colocalizes with FER1L5 at plasma membrane in myoblasts and myotubes (By similarity). {ECO:0000250|UniProtKB:Q8BH64, ECO:0000269|PubMed:14676205}."	NA	NA	NA
"D3ZEN0"	0	"Micall2 Jrab"	""	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}. Cell junction, tight junction {ECO:0000250}. Recycling endosome {ECO:0000250}. Cell projection {ECO:0000269|PubMed:20008558}. Cytoplasm, cytoskeleton {ECO:0000250}. Cytoplasm, cytosol {ECO:0000250}."	NA	NA	NA
"P11167"	4	"Slc2a1 Glut1"	"TRANSMEM 12 33 Helical; Name=1. {ECO:0000250|UniProtKB:P11166}.; TRANSMEM 67 87 Helical; Name=2. {ECO:0000250|UniProtKB:P11166}.; TRANSMEM 91 112 Helical; Name=3. {ECO:0000250|UniProtKB:P11166}.; TRANSMEM 121 144 Helical; Name=4. {ECO:0000250|UniProtKB:P11166}.; TRANSMEM 156 176 Helical; Name=5. {ECO:0000250|UniProtKB:P11166}.; TRANSMEM 186 206 Helical; Name=6. {ECO:0000250|UniProtKB:P11166}.; TRANSMEM 272 293 Helical; Name=7. {ECO:0000250|UniProtKB:P11166}.; TRANSMEM 307 328 Helical; Name=8. {ECO:0000250|UniProtKB:P11166}.; TRANSMEM 335 355 Helical; Name=9. {ECO:0000250|UniProtKB:P11166}.; TRANSMEM 366 388 Helical; Name=10. {ECO:0000250|UniProtKB:P11166}.; TRANSMEM 402 422 Helical; Name=11. {ECO:0000250|UniProtKB:P11166}.; TRANSMEM 430 450 Helical; Name=12. {ECO:0000250|UniProtKB:P11166}."	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:2211693}; Multi-pass membrane protein {ECO:0000255}."	NA	NA	NA
"Q62902"	1	"Lman1 Ergic53"	"TRANSMEM 485 505 Helical. {ECO:0000255}."	"SUBCELLULAR LOCATION: Endoplasmic reticulum-Golgi intermediate compartment membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}. Golgi apparatus membrane {ECO:0000250}; Single-pass membrane protein {ECO:0000250}. Endoplasmic reticulum membrane {ECO:0000250}; Single-pass membrane protein {ECO:0000250}."	NA	NA	NA
"P18266"	0	"Gsk3b"	""	"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}. Membrane {ECO:0000269|PubMed:16815997}. Cell membrane {ECO:0000250}. Note=The phosphorylated form shows localization to cytoplasm and cell membrane. The MEMO1-RHOA-DIAPH1 signaling pathway controls localization of the phosphorylated form to the cell membrane (By similarity). {ECO:0000250}."	NA	NA	NA
"Q63099"	2	"Kcnb2"	"TRANSMEM 191 212 Helical; Name=Segment S1. {ECO:0000250|UniProtKB:P63142}.; TRANSMEM 233 254 Helical; Name=Segment S2. {ECO:0000250|UniProtKB:P63142}.; TRANSMEM 266 284 Helical; Name=Segment S3. {ECO:0000250|UniProtKB:P63142}.; TRANSMEM 297 317 Helical; Voltage-sensor; Name=Segment S4. {ECO:0000250|UniProtKB:P63142}.; TRANSMEM 333 355 Helical; Name=Segment S5. {ECO:0000250|UniProtKB:P63142}.; TRANSMEM 396 424 Helical; Name=Segment S6. {ECO:0000250|UniProtKB:P63142}."	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:10719893, ECO:0000269|PubMed:1550672, ECO:0000269|PubMed:20202934, ECO:0000269|PubMed:9305895}; Multi-pass membrane protein {ECO:0000305}. Perikaryon {ECO:0000269|PubMed:10719893, ECO:0000269|PubMed:20202934}. Cell projection, Neuron projection, dendrite {ECO:0000269|PubMed:10719893, ECO:0000269|PubMed:20202934}. Note=Localized uniformly throughout cell bodies and dendrites (PubMed:10719893). Colocalizes with KCNB1 to high-density somatodendritic clusters on cortical pyramidal neurons (PubMed:20202934). {ECO:0000269|PubMed:10719893, ECO:0000269|PubMed:20202934}."	NA	NA	NA
"Q4KLL3"	2	"Lrrc55"	"TRANSMEM 259 279 Helical. {ECO:0000255}."	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass membrane protein {ECO:0000250}."	NA	NA	NA
"Q62946"	0	"Mia Cdrap Mia1"	""	"SUBCELLULAR LOCATION: Secreted."	NA	NA	NA
"Q08201"	4	"Abcb4 Mdr2 Pgp3 Pgy2"	"TRANSMEM 48 70 Helical. {ECO:0000255|PROSITE-ProRule:PRU00441}.; TRANSMEM 116 136 Helical. {ECO:0000255|PROSITE-ProRule:PRU00441}.; TRANSMEM 186 207 Helical. {ECO:0000255|PROSITE-ProRule:PRU00441}.; TRANSMEM 215 235 Helical. {ECO:0000255|PROSITE-ProRule:PRU00441}.; TRANSMEM 294 315 Helical. {ECO:0000255|PROSITE-ProRule:PRU00441}.; TRANSMEM 330 351 Helical. {ECO:0000255|PROSITE-ProRule:PRU00441}.; TRANSMEM 711 731 Helical. {ECO:0000255|PROSITE-ProRule:PRU00441}.; TRANSMEM 755 775 Helical. {ECO:0000255|PROSITE-ProRule:PRU00441}.; TRANSMEM 831 851 Helical. {ECO:0000255|PROSITE-ProRule:PRU00441}.; TRANSMEM 853 872 Helical. {ECO:0000255|PROSITE-ProRule:PRU00441}.; TRANSMEM 933 955 Helical. {ECO:0000255|PROSITE-ProRule:PRU00441}.; TRANSMEM 972 993 Helical. {ECO:0000255|PROSITE-ProRule:PRU00441}."	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:P21439}; Multi-pass membrane protein {ECO:0000255|PROSITE-ProRule:PRU00441}. Apical cell membrane {ECO:0000250|UniProtKB:P21439}; Multi-pass membrane protein {ECO:0000255|PROSITE-ProRule:PRU00441}. Membrane raft {ECO:0000250|UniProtKB:P21439}. Cytoplasm {ECO:0000250|UniProtKB:P21439}. Cytoplasmic vesicle, clathrin-coated vesicle {ECO:0000269|PubMed:15159385}. Note=Localized at the apical canalicular membrane of the epithelial cells lining the lumen of the bile canaliculi and biliary ductules. Localized preferentially in lipid nonraft domains of canalicular plasma membranes. Transported from the Golgi to the apical bile canalicular membrane in a RACK1-dependent manner. Redistributed into pseudocanaliculi formed between cells in a bezafibrate- or PPARA-dependent manner. {ECO:0000250|UniProtKB:P21439, ECO:0000250|UniProtKB:P21440}."	NA	NA	NA
"D3ZKX9"	0	"Aloxe3"	""	"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|PROSITE-ProRule:PRU00726}."	NA	NA	NA
"P81377"	0	"Prkar1b"	""	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}."	NA	NA	NA
"Q8CIN7"	0	"Impa2"	""	""	NA	NA	NA
"Q6IFV4"	0	"Krt13 Ka13"	""	""	NA	NA	NA
"Q04753"	0	"Clns1a Icln Rcl1"	""	"SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000250|UniProtKB:P54105}. Nucleus {ECO:0000250|UniProtKB:P54105}. Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:P54105}. Note=A small fraction is also associated with the cytoskeleton. {ECO:0000250|UniProtKB:P54105}."	NA	NA	NA
"Q9ESQ4"	3	"Nmur2 Tgr1"	"TRANSMEM 42 62 Helical; Name=1. {ECO:0000255}.; TRANSMEM 75 95 Helical; Name=2. {ECO:0000255}.; TRANSMEM 116 138 Helical; Name=3. {ECO:0000255}.; TRANSMEM 158 178 Helical; Name=4. {ECO:0000255}.; TRANSMEM 213 233 Helical; Name=5. {ECO:0000255}.; TRANSMEM 258 278 Helical; Name=6. {ECO:0000255}.; TRANSMEM 294 314 Helical; Name=7. {ECO:0000255}."	"SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein."	NA	NA	NA
"Q6PCU8"	0	"Ndufv3"	""	"SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P56181}; Peripheral membrane protein {ECO:0000250|UniProtKB:P56181}; Matrix side {ECO:0000250|UniProtKB:P56181}."	NA	NA	NA
"Q64121"	2	"Prlhr Gpr10"	"TRANSMEM 63 83 Helical; Name=1. {ECO:0000255}.; TRANSMEM 102 122 Helical; Name=2. {ECO:0000255}.; TRANSMEM 127 147 Helical; Name=3. {ECO:0000255}.; TRANSMEM 176 196 Helical; Name=4. {ECO:0000255}.; TRANSMEM 224 244 Helical; Name=5. {ECO:0000255}.; TRANSMEM 277 297 Helical; Name=6. {ECO:0000255}.; TRANSMEM 318 338 Helical; Name=7. {ECO:0000255}."	"SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein."	NA	NA	NA
"P63329"	0	"Ppp3ca Calna"	""	"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q08209}. Cell membrane {ECO:0000250|UniProtKB:Q08209}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q08209}. Cell membrane, sarcolemma {ECO:0000269|PubMed:11114196}. Cytoplasm, myofibril, sarcomere, Z line {ECO:0000269|PubMed:11114196}. Cell projection, Neuron projection, dendritic spine {ECO:0000250|UniProtKB:Q08209}. Note=Colocalizes with ACTN1 and MYOZ2 at the Z line in heart and skeletal muscle (PubMed:11114196). Recruited to the cell membrane by scaffold protein AKAP5 following L-type Ca(2+)-channel activation (By similarity). {ECO:0000250|UniProtKB:Q08209, ECO:0000269|PubMed:11114196}."	NA	NA	NA
"P29117"	0	"Ppif"	""	"SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:19228691, ECO:0000269|PubMed:8567677}."	NA	NA	NA
"Q5HZA6"	0	"Prepl"	""	"SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000250|UniProtKB:Q4J6C6}. Golgi apparatus, trans-Golgi network {ECO:0000250|UniProtKB:Q8C167}. Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:Q8C167}. Golgi apparatus {ECO:0000250|UniProtKB:Q8C167}. Nucleus {ECO:0000250|UniProtKB:Q4J6C6}. Note=Co-localizes with AP-1 in the trans-Golgi network (By similarity). Co-localizes with MAP2 and ACTB on the cytoskeleton (By similarity). Co-localizes with STX6 and GOSR2 at the Golgi apparatus (By similarity). {ECO:0000250|UniProtKB:Q8C167}."	NA	NA	NA
"P69060"	0	"Cmas"	""	"SUBCELLULAR LOCATION: Nucleus {ECO:0000250}."	NA	NA	NA
"Q3SWT6"	0	"Ppef1"	""	""	NA	NA	NA
"Q9Z1S7"	0	"Omd"	""	"SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix {ECO:0000250}."	NA	NA	NA
"P83565"	0	"Mrpl40"	""	"SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:9857009}."	NA	NA	NA
"Q3MHU5"	2	"Retreg2 Fam134a"	"TRANSMEM 75 91 Helical. {ECO:0000255}.; TRANSMEM 99 115 Helical. {ECO:0000255}.; TRANSMEM 199 219 Helical. {ECO:0000255}."	"SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}."	NA	NA	NA
"O08726"	3	"Galr2 Galnr2"	"TRANSMEM 29 49 Helical; Name=1. {ECO:0000255}.; TRANSMEM 61 81 Helical; Name=2. {ECO:0000255}.; TRANSMEM 100 121 Helical; Name=3. {ECO:0000255}.; TRANSMEM 142 162 Helical; Name=4. {ECO:0000255}.; TRANSMEM 188 208 Helical; Name=5. {ECO:0000255}.; TRANSMEM 238 258 Helical; Name=6. {ECO:0000255}.; TRANSMEM 261 281 Helical; Name=7. {ECO:0000255}."	"SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein."	NA	NA	NA
"Q05683"	0	"Gad2 Gad65"	""	"SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000250}. Cytoplasmic vesicle {ECO:0000250}. Cell junction, synapse, Presynapse, presynaptic cell membrane {ECO:0000250}; Lipid-anchor {ECO:0000250}. Golgi apparatus membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}. Note=Associated to cytoplasmic vesicles. In neurons, cytosolic leaflet of Golgi membranes and presynaptic clusters (By similarity). {ECO:0000250}."	NA	NA	NA
"P35572"	0	"Igfbp6 Igfbp-6"	""	"SUBCELLULAR LOCATION: Secreted."	NA	NA	NA
"Q8K585"	0	"Hmga1"	""	"SUBCELLULAR LOCATION: Nucleus. Chromosome."	NA	NA	NA
"Q63560"	0	"Map6 Mtap6"	""	"SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton {ECO:0000269|PubMed:14724383, ECO:0000269|PubMed:28521134, ECO:0000269|PubMed:3456161, ECO:0000269|PubMed:8700896, ECO:0000269|PubMed:9660871}. Golgi apparatus {ECO:0000269|PubMed:28521134}. Cell projection, Neuron projection, axon {ECO:0000269|PubMed:28521134, ECO:0000269|PubMed:9660871}. Cell projection, Neuron projection, dendrite {ECO:0000269|PubMed:28521134}. Cytoplasmic vesicle, secretory vesicle membrane {ECO:0000269|PubMed:28521134}; Lipid-anchor {ECO:0000269|PubMed:28521134}; Cytoplasmic side {ECO:0000269|PubMed:28521134}. Note=Isoform 1 and isoform 2 associate with axonal microtubules in neuronal cells (PubMed:8700896, PubMed:9660871). Localizes predominantly in the proximal part of the axon (PubMed:28521134). Preferentially concentrated on a portion of the microtubule polymer in which tubulin is modified by detyrosination and acetylation and is also resistant to depolymerization induced by both nocodazole and cold (PubMed:9660871, PubMed:14724383, PubMed:28521134). In unpolarized neurons, localizes to the Golgi and to secretory vesicles accumulating transiently at the tips of a subset of neurites (PubMed:28521134). Following neuronal polarization and during axon outgrowth, accumulates in the axonal growth cone and subsequently localizes throughout the axon (PubMed:28521134). Partially localizes to dendrites in mature neurons (PubMed:28521134). {ECO:0000269|PubMed:14724383, ECO:0000269|PubMed:28521134, ECO:0000269|PubMed:8700896, ECO:0000269|PubMed:9660871}."	NA	NA	NA
"Q62813"	3	"Lsamp Lamp"	""	"SUBCELLULAR LOCATION: Cell membrane; Lipid-anchor, GPI-anchor."	NA	NA	NA
"Q4V7A6"	0	"Phf10 Baf45a"	""	"SUBCELLULAR LOCATION: Nucleus {ECO:0000250}."	NA	NA	NA
"Q06437"	0	"Pdha2"	""	"SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000250}."	NA	NA	NA
"Q6AY75"	0	"Phf23"	""	"SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q9BUL5}. Cytoplasm {ECO:0000250|UniProtKB:Q9BUL5}. Note=Mainly present in the nucleus and part in the cytoplasm. {ECO:0000250|UniProtKB:Q9BUL5}."	NA	NA	NA
"Q5KR61"	1	"Pigv"	"TRANSMEM 14 34 Helical. {ECO:0000255}.; TRANSMEM 78 98 Helical. {ECO:0000255}.; TRANSMEM 114 134 Helical. {ECO:0000255}.; TRANSMEM 137 157 Helical. {ECO:0000255}.; TRANSMEM 162 182 Helical. {ECO:0000255}.; TRANSMEM 193 213 Helical. {ECO:0000255}.; TRANSMEM 235 255 Helical. {ECO:0000255}.; TRANSMEM 328 348 Helical. {ECO:0000255}.; TRANSMEM 379 399 Helical. {ECO:0000255}.; TRANSMEM 469 489 Helical. {ECO:0000255}."	"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}."	NA	NA	NA
"Q56UD9"	3	"Npbwr1 Gpr7"	"TRANSMEM 40 63 Helical; Name=1. {ECO:0000255}.; TRANSMEM 75 99 Helical; Name=2. {ECO:0000255}.; TRANSMEM 115 134 Helical; Name=3. {ECO:0000255}.; TRANSMEM 160 179 Helical; Name=4. {ECO:0000255}.; TRANSMEM 205 226 Helical; Name=5. {ECO:0000255}.; TRANSMEM 251 275 Helical; Name=6. {ECO:0000255}.; TRANSMEM 286 300 Helical; Name=7. {ECO:0000255}."	"SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein."	NA	NA	NA
"Q9R044"	3	"Nphs1 Nphn"	"TRANSMEM 1079 1099 Helical. {ECO:0000255}."	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}. Note=Located at podocyte slit diaphragm between podocyte foot processes. {ECO:0000269|PubMed:10792613}."	NA	NA	NA
"P35289"	0	"Rab15"	""	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}; Cytoplasmic side {ECO:0000305}."	NA	NA	NA
"Q5XI96"	0	"Rnaseh2b"	""	"SUBCELLULAR LOCATION: Nucleus {ECO:0000250}."	NA	NA	NA
"Q99P85"	0	"Retnla Fizz1"	""	"SUBCELLULAR LOCATION: Secreted."	NA	NA	NA
"O54880"	0	"Rph3al Noc2"	""	"SUBCELLULAR LOCATION: Cytoplasm. Cytoplasmic vesicle, secretory vesicle membrane. Note=Recruited to the exocytic secretory vesicles by RAB27A."	NA	NA	NA
"P51400"	0	"Adarb1 Red1"	""	"SUBCELLULAR LOCATION: Nucleus {ECO:0000250}. Nucleus, nucleolus {ECO:0000250}. Note=Shuttles between nucleoli and the nucleoplasm. {ECO:0000250}."	NA	NA	NA
"M0R5D6"	0	"Rnf157"	""	"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:25342469}."	NA	NA	NA
"Q5M7V1"	2	"Trim13 Rfp2"	"TRANSMEM 316 336 Helical. {ECO:0000255}."	"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:O60858}; Single-pass membrane protein {ECO:0000250|UniProtKB:O60858}. Note=Concentrates and colocalizes with p62/SQSTM1 and ZFYVE1 at the perinuclear endoplasmic reticulum. {ECO:0000250|UniProtKB:O60858}."	NA	NA	NA
"Q5QD23"	2	"Taar5"	"TRANSMEM 39 59 Helical; Name=1. {ECO:0000255}.; TRANSMEM 71 91 Helical; Name=2. {ECO:0000255}.; TRANSMEM 110 130 Helical; Name=3. {ECO:0000255}.; TRANSMEM 155 175 Helical; Name=4. {ECO:0000255}.; TRANSMEM 205 225 Helical; Name=5. {ECO:0000255}.; TRANSMEM 254 274 Helical; Name=6. {ECO:0000255}.; TRANSMEM 285 307 Helical; Name=7. {ECO:0000255}."	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}."	NA	NA	NA
"Q4QRB2"	0	"Syf2"	""	"SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:O95926}."	NA	NA	NA
"Q9JKF0"	0	"Tas2r123 Tas2r14 Tas2r2 Tas2r23"	"TRANSMEM 15 37 Helical; Name=1. {ECO:0000255}.; TRANSMEM 58 77 Helical; Name=2. {ECO:0000255}.; TRANSMEM 92 114 Helical; Name=3. {ECO:0000255}.; TRANSMEM 134 156 Helical; Name=4. {ECO:0000255}.; TRANSMEM 205 227 Helical; Name=5. {ECO:0000255}.; TRANSMEM 251 273 Helical; Name=6. {ECO:0000255}.; TRANSMEM 283 305 Helical; Name=7. {ECO:0000255}."	"SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein."	NA	NA	NA
"P62268"	0	"Rps23"	""	"SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000250|UniProtKB:P62266}. Cytoplasm {ECO:0000250|UniProtKB:P62266}. Rough endoplasmic reticulum {ECO:0000250|UniProtKB:Q6SA96}. Note=Detected on cytosolic polysomes (By similarity). Detected in ribosomes that are associated with the rough endoplasmic reticulum (By similarity). {ECO:0000250|UniProtKB:P62266, ECO:0000250|UniProtKB:Q6SA96}."	NA	NA	NA
"Q4KLI2"	0	"Trmt10a Rg9mtd2"	""	"SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q8TBZ6}. Nucleus, nucleolus {ECO:0000250|UniProtKB:Q8TBZ6}."	NA	NA	NA
"Q5HZA9"	1	"Tmem126a"	"TRANSMEM 35 55 Helical. {ECO:0000255}.; TRANSMEM 58 78 Helical. {ECO:0000255}.; TRANSMEM 107 127 Helical. {ECO:0000255}.; TRANSMEM 160 176 Helical. {ECO:0000255}."	"SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}."	NA	NA	NA
"Q5U2S0"	0	"Rsrp1"	""	""	NA	NA	NA
"Q9Z2M4"	0	"Decr2"	""	"SUBCELLULAR LOCATION: Peroxisome {ECO:0000269|PubMed:10333503}."	NA	NA	NA
"Q5U317"	0	"Fip1l1"	""	"SUBCELLULAR LOCATION: Nucleus {ECO:0000250}."	NA	NA	NA
"Q76MT4"	0	"Esf1 Abtap"	""	"SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:15660422}. Nucleus, nucleoplasm {ECO:0000269|PubMed:15660422}. Note=Is concomitantly relocalized into discrete nuclear bodies at higher expression."	NA	NA	NA
"Q5U4F3"	0	"Fam107b"	""	""	NA	NA	NA
"P43301"	0	"Egr3 Egr-3"	""	"SUBCELLULAR LOCATION: Nucleus {ECO:0000305}."	NA	NA	NA
"P24393"	0	"Grp"	""	"SUBCELLULAR LOCATION: Secreted {ECO:0000250|UniProtKB:P07492}. Cytoplasmic vesicle, secretory vesicle lumen {ECO:0000250|UniProtKB:Q863C3}."	NA	NA	NA
"Q6AXQ2"	0	"Efcab11"	""	""	NA	NA	NA
"P0CI71"	3	""	"TRANSMEM 965 985 Helical. {ECO:0000255}."	"SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q5VV43}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:Q5VV43}. Early endosome membrane {ECO:0000250|UniProtKB:Q5VV43}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:Q5VV43}."	NA	NA	NA
"F1LQ48"	0	"Hnrnpl Fblim1"	""	"SUBCELLULAR LOCATION: Nucleus, nucleoplasm {ECO:0000250|UniProtKB:P14866}. Cytoplasm {ECO:0000269|PubMed:18161049}. Note=Localized in cytoplasmic mRNP granules containing untranslated mRNAs. These granules are not identical with P bodies or stress granules. {ECO:0000250|UniProtKB:P14866}."	NA	NA	NA
"Q3B8Q0"	0	"Mapre2"	""	"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Cytoplasm, cytoskeleton {ECO:0000250}. Note=Associated with the microtubule network. Accumulates at the plus end of microtubules (By similarity). {ECO:0000250}."	NA	NA	NA
"P24389"	1	"Dio1 Itdi1 Txdi1"	"TRANSMEM 13 33 Helical. {ECO:0000255}."	"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Single-pass membrane protein."	NA	NA	NA
"O70444"	0	"Pim3 Kid1"	""	"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}."	NA	NA	NA
"P23273"	0	"Olr1500"	"TRANSMEM 26 49 Helical; Name=1. {ECO:0000255}.; TRANSMEM 58 79 Helical; Name=2. {ECO:0000255}.; TRANSMEM 101 120 Helical; Name=3. {ECO:0000255}.; TRANSMEM 140 158 Helical; Name=4. {ECO:0000255}.; TRANSMEM 197 219 Helical; Name=5. {ECO:0000255}.; TRANSMEM 237 260 Helical; Name=6. {ECO:0000255}.; TRANSMEM 273 292 Helical; Name=7. {ECO:0000255}."	"SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein."	NA	NA	NA
"Q5BK64"	0	"Rpp40"	""	"SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000305}."	NA	NA	NA
"D3ZX08"	0	"Aars2"	""	"SUBCELLULAR LOCATION: Mitochondrion."	NA	NA	NA
"P18292"	0	"F2"	""	""	NA	NA	NA
"O08835"	1	"Syt11"	"TRANSMEM 16 36 Helical. {ECO:0000255}."	"SUBCELLULAR LOCATION: Cytoplasmic vesicle membrane {ECO:0000269|PubMed:26589353}; Single-pass membrane protein {ECO:0000305}. Perikaryon {ECO:0000250|UniProtKB:Q9R0N3}. Golgi apparatus, trans-Golgi network membrane {ECO:0000250|UniProtKB:Q9R0N3}; Single-pass membrane protein {ECO:0000250|UniProtKB:Q9R0N3}. Recycling endosome membrane {ECO:0000269|PubMed:26589353}; Single-pass membrane protein {ECO:0000305}. Lysosome membrane {ECO:0000250|UniProtKB:Q9R0N3}; Single-pass membrane protein {ECO:0000250|UniProtKB:Q9R0N3}. Cytoplasmic vesicle, phagosome {ECO:0000250|UniProtKB:Q9R0N3}. Cell projection, Neuron projection, axon {ECO:0000269|PubMed:26589353}. Cell projection, Neuron projection, dendrite {ECO:0000250|UniProtKB:Q9R0N3}. Cell junction, synapse, Postsynapse, postsynaptic density {ECO:0000250|UniProtKB:Q9R0N3}. Cytoplasmic vesicle, clathrin-coated vesicle membrane {ECO:0000269|PubMed:26589353}; Single-pass membrane protein {ECO:0000305}. Perikaryon {ECO:0000269|PubMed:26589353}. Note=Localized in vesicles that travels in axonal and dendritic shafts in both anterograde and retrograde directions. In macrophages and microglia, recruited in phagosomes at early stages of phagocytosis. {ECO:0000250|UniProtKB:Q9R0N3}."	NA	NA	NA
"P62853"	0	"Rps25"	""	""	NA	NA	NA
